full_text,clean_text,tokens,normalized_tokens,filtered_tokens,stemmed_tokens,final_text,sentiment
@Shuboy72e @Lyvinston @chude__ You re trying to make the argument about what s dirtier when no one cares. India s beaches are literally used as toilets. Their rivers are polluted &amp,you re trying to make the argument about what s dirtier when no one cares india s beaches are literally used as toilets their rivers are polluted amp,"['you', 're', 'trying', 'to', 'make', 'the', 'argument', 'about', 'what', 's', 'dirtier', 'when', 'no', 'one', 'cares', 'india', 's', 'beaches', 'are', 'literally', 'used', 'as', 'toilets', 'their', 'rivers', 'are', 'polluted', 'amp']","['you', 're', 'trying', 'to', 'make', 'the', 'argument', 'about', 'what', 's', 'dirtier', 'when', 'no', 'one', 'cares', 'india', 's', 'beaches', 'are', 'literally', 'used', 'as', 'toilets', 'their', 'rivers', 'are', 'polluted', 'amp']","['trying', 'make', 'argument', 'dirtier', 'cares', 'india', 'beaches', 'literally', 'used', 'toilets', 'rivers', 'polluted']","['trying', 'make', 'argument', 'dirtier', 'cares', 'india', 'beaches', 'literally', 'used', 'toilets', 'rivers', 'polluted']",trying make argument dirtier cares india beaches literally used toilets rivers polluted,negative
There's an Air Quality Alert for parts of the Tri-State again today. https://t.co/DhAeSWGKUh,theres an air quality alert for parts of the tristate again today,"['theres', 'an', 'air', 'quality', 'alert', 'for', 'parts', 'of', 'the', 'tristate', 'again', 'today']","['theres', 'an', 'air', 'quality', 'alert', 'for', 'parts', 'of', 'the', 'tristate', 'again', 'today']","['theres', 'air', 'quality', 'alert', 'parts', 'tristate', 'today']","['theres', 'air', 'quality', 'alert', 'parts', 'tristate', 'today']",theres air quality alert parts tristate today,positive
@MatthewStadlen @SadiqKhan Yep people are forced to use the underground where the air quality is 10 times worse .. clever that,yep people are forced to use the underground where the air quality is times worse clever that,"['yep', 'people', 'are', 'forced', 'to', 'use', 'the', 'underground', 'where', 'the', 'air', 'quality', 'is', 'times', 'worse', 'clever', 'that']","['yep', 'people', 'are', 'forced', 'to', 'use', 'the', 'underground', 'where', 'the', 'air', 'quality', 'is', 'times', 'worse', 'clever', 'that']","['yep', 'people', 'forced', 'use', 'underground', 'air', 'quality', 'times', 'worse', 'clever']","['yep', 'people', 'forced', 'use', 'underground', 'air', 'quality', 'times', 'worse', 'clever']",yep people forced use underground air quality times worse clever,negative
A plume of Saharan dust haze will continue to cause a reduction in visibility and air quality across the region during the forecast period. A tropical wave located over the central Tropical Atlantic is moving westward near 15 mph or 24 km/h.,a plume of saharan dust haze will continue to cause a reduction in visibility and air quality across the region during the forecast period a tropical wave located over the central tropical atlantic is moving westward near mph or kmh,"['a', 'plume', 'of', 'saharan', 'dust', 'haze', 'will', 'continue', 'to', 'cause', 'a', 'reduction', 'in', 'visibility', 'and', 'air', 'quality', 'across', 'the', 'region', 'during', 'the', 'forecast', 'period', 'a', 'tropical', 'wave', 'located', 'over', 'the', 'central', 'tropical', 'atlantic', 'is', 'moving', 'westward', 'near', 'mph', 'or', 'kmh']","['a', 'plume', 'of', 'saharan', 'dust', 'haze', 'will', 'continue', 'to', 'cause', 'a', 'reduction', 'in', 'visibility', 'and', 'air', 'quality', 'across', 'the', 'region', 'during', 'the', 'forecast', 'period', 'a', 'tropical', 'wave', 'located', 'over', 'the', 'central', 'tropical', 'atlantic', 'is', 'moving', 'westward', 'near', 'mph', 'or', 'kmh']","['plume', 'saharan', 'dust', 'haze', 'continue', 'cause', 'reduction', 'visibility', 'air', 'quality', 'across', 'region', 'forecast', 'period', 'tropical', 'wave', 'located', 'central', 'tropical', 'atlantic', 'moving', 'westward', 'near', 'mph', 'kmh']","['plume', 'saharan', 'dust', 'haze', 'continue', 'cause', 'reduction', 'visibility', 'air', 'quality', 'across', 'region', 'forecast', 'period', 'tropical', 'wave', 'located', 'central', 'tropical', 'atlantic', 'moving', 'westward', 'near', 'mph', 'kmh']",plume saharan dust haze continue cause reduction visibility air quality across region forecast period tropical wave located central tropical atlantic moving westward near mph kmh,neutral
We are very pleased to welcome @thermofisher to #AQE2024 as an exhibitor on stand K17 Keep up to date with all #AQE planning and news https://t.co/EA8rkCNXXj #thermofisher #airquality #emissions #renewableenergy #sustainable https://t.co/kWBAXGW5yq,we are very pleased to welcome to as an exhibitor on stand k keep up to date with all planning and news,"['we', 'are', 'very', 'pleased', 'to', 'welcome', 'to', 'as', 'an', 'exhibitor', 'on', 'stand', 'k', 'keep', 'up', 'to', 'date', 'with', 'all', 'planning', 'and', 'news']","['we', 'are', 'very', 'pleased', 'to', 'welcome', 'to', 'as', 'an', 'exhibitor', 'on', 'stand', 'k', 'keep', 'up', 'to', 'date', 'with', 'all', 'planning', 'and', 'news']","['pleased', 'welcome', 'exhibitor', 'stand', 'k', 'keep', 'date', 'planning', 'news']","['pleased', 'welcome', 'exhibitor', 'stand', 'k', 'keep', 'date', 'planning', 'news']",pleased welcome exhibitor stand k keep date planning news,positive
Persons with respiratory ailments and dust allergies should take the necessary precautions due to reduced air quality. Seas: Slight to moderate with waves 3 to 5 feet or 0.9 to 1.5 metres. Small craft operators are advised to exercise caution due to reduced visibility.,persons with respiratory ailments and dust allergies should take the necessary precautions due to reduced air quality seas slight to moderate with waves to feet or to metres small craft operators are advised to exercise caution due to reduced visibility,"['persons', 'with', 'respiratory', 'ailments', 'and', 'dust', 'allergies', 'should', 'take', 'the', 'necessary', 'precautions', 'due', 'to', 'reduced', 'air', 'quality', 'seas', 'slight', 'to', 'moderate', 'with', 'waves', 'to', 'feet', 'or', 'to', 'metres', 'small', 'craft', 'operators', 'are', 'advised', 'to', 'exercise', 'caution', 'due', 'to', 'reduced', 'visibility']","['persons', 'with', 'respiratory', 'ailments', 'and', 'dust', 'allergies', 'should', 'take', 'the', 'necessary', 'precautions', 'due', 'to', 'reduced', 'air', 'quality', 'seas', 'slight', 'to', 'moderate', 'with', 'waves', 'to', 'feet', 'or', 'to', 'metres', 'small', 'craft', 'operators', 'are', 'advised', 'to', 'exercise', 'caution', 'due', 'to', 'reduced', 'visibility']","['persons', 'respiratory', 'ailments', 'dust', 'allergies', 'necessary', 'precautions', 'reduced', 'air', 'quality', 'seas', 'slight', 'moderate', 'waves', 'feet', 'metres', 'small', 'craft', 'operators', 'advised', 'exercise', 'caution', 'reduced', 'visibility']","['persons', 'respiratory', 'ailments', 'dust', 'allergies', 'necessary', 'precautions', 'reduced', 'air', 'quality', 'seas', 'slight', 'moderate', 'waves', 'feet', 'metres', 'small', 'craft', 'operators', 'advised', 'exercise', 'caution', 'reduced', 'visibility']",persons respiratory ailments dust allergies necessary precautions reduced air quality seas slight moderate waves feet metres small craft operators advised exercise caution reduced visibility,neutral
@s_guilbeault #climatescam What an absolute waste of time and air quality.,what an absolute waste of time and air quality,"['what', 'an', 'absolute', 'waste', 'of', 'time', 'and', 'air', 'quality']","['what', 'an', 'absolute', 'waste', 'of', 'time', 'and', 'air', 'quality']","['absolute', 'waste', 'air', 'quality']","['absolute', 'waste', 'air', 'quality']",absolute waste air quality,negative
Air Quality Alerts are up for Hampshire Hampden and southern Worcester Counties in MA today 11am to 11pm... AQIs are already cresting 50 this morning in a few spots so take it easy out there today...,air quality alerts are up for hampshire hampden and southern worcester counties in ma today am to pm aqis are already cresting this morning in a few spots so take it easy out there today,"['air', 'quality', 'alerts', 'are', 'up', 'for', 'hampshire', 'hampden', 'and', 'southern', 'worcester', 'counties', 'in', 'ma', 'today', 'am', 'to', 'pm', 'aqis', 'are', 'already', 'cresting', 'this', 'morning', 'in', 'a', 'few', 'spots', 'so', 'take', 'it', 'easy', 'out', 'there', 'today']","['air', 'quality', 'alerts', 'are', 'up', 'for', 'hampshire', 'hampden', 'and', 'southern', 'worcester', 'counties', 'in', 'ma', 'today', 'am', 'to', 'pm', 'aqis', 'are', 'already', 'cresting', 'this', 'morning', 'in', 'a', 'few', 'spots', 'so', 'take', 'it', 'easy', 'out', 'there', 'today']","['air', 'quality', 'alerts', 'hampshire', 'hampden', 'southern', 'worcester', 'counties', 'today', 'aqis', 'already', 'cresting', 'morning', 'spots', 'easy', 'today']","['air', 'quality', 'alerts', 'hampshire', 'hampden', 'southern', 'worcester', 'counties', 'today', 'aqis', 'already', 'cresting', 'morning', 'spots', 'easy', 'today']",air quality alerts hampshire hampden southern worcester counties today aqis already cresting morning spots easy today,positive
The National Captial's air quality was recorded as 'satisfactory' for the second consecutive day Read: https://t.co/CRFGjNuIUh . . . #delhirains | #delhi | #MonsoonUpdate | #WeatherUpdate | #rainnews | #DelhiAirQuality | #RepublicTV | #RepublicWorld,the national captials air quality was recorded as satisfactory for the second consecutive day read,"['the', 'national', 'captials', 'air', 'quality', 'was', 'recorded', 'as', 'satisfactory', 'for', 'the', 'second', 'consecutive', 'day', 'read']","['the', 'national', 'captials', 'air', 'quality', 'was', 'recorded', 'as', 'satisfactory', 'for', 'the', 'second', 'consecutive', 'day', 'read']","['national', 'captials', 'air', 'quality', 'recorded', 'satisfactory', 'consecutive', 'read']","['national', 'captials', 'air', 'quality', 'recorded', 'satisfactory', 'consecutive', 'read']",national captials air quality recorded satisfactory consecutive read,positive
An air quality alert of Code Orange Ozone Action Day has been issued for Tuesday July 9th. Limit strenuous activity and outdoor exercise. Green signifies good air quality. Visit https://t.co/fcDLvENSsA for more info. #perkiomenfire #perkiomenfirecompany #perkiomentwpfireco https://t.co/ja6wJt1MzE,an air quality alert of code orange ozone action day has been issued for tuesday july th limit strenuous activity and outdoor exercise green signifies good air quality visit for more info,"['an', 'air', 'quality', 'alert', 'of', 'code', 'orange', 'ozone', 'action', 'day', 'has', 'been', 'issued', 'for', 'tuesday', 'july', 'th', 'limit', 'strenuous', 'activity', 'and', 'outdoor', 'exercise', 'green', 'signifies', 'good', 'air', 'quality', 'visit', 'for', 'more', 'info']","['an', 'air', 'quality', 'alert', 'of', 'code', 'orange', 'ozone', 'action', 'day', 'has', 'been', 'issued', 'for', 'tuesday', 'july', 'th', 'limit', 'strenuous', 'activity', 'and', 'outdoor', 'exercise', 'green', 'signifies', 'good', 'air', 'quality', 'visit', 'for', 'more', 'info']","['air', 'quality', 'alert', 'code', 'orange', 'ozone', 'action', 'issued', 'tuesday', 'july', 'th', 'limit', 'strenuous', 'activity', 'outdoor', 'exercise', 'green', 'signifies', 'good', 'air', 'quality', 'visit', 'info']","['air', 'quality', 'alert', 'code', 'orange', 'ozone', 'action', 'issued', 'tuesday', 'july', 'th', 'limit', 'strenuous', 'activity', 'outdoor', 'exercise', 'green', 'signifies', 'good', 'air', 'quality', 'visit', 'info']",air quality alert code orange ozone action issued tuesday july th limit strenuous activity outdoor exercise green signifies good air quality visit info,positive
Day 2: Dr. George Mwaniki from @WRIafrica taking participants through participatory air quality management strategies and the success stories #cleanAirForumLagos @AirQoProject @CleanAirCAC https://t.co/dZdgTiSVSE,day dr george mwaniki from taking participants through participatory air quality management strategies and the success stories,"['day', 'dr', 'george', 'mwaniki', 'from', 'taking', 'participants', 'through', 'participatory', 'air', 'quality', 'management', 'strategies', 'and', 'the', 'success', 'stories']","['day', 'dr', 'george', 'mwaniki', 'from', 'taking', 'participants', 'through', 'participatory', 'air', 'quality', 'management', 'strategies', 'and', 'the', 'success', 'stories']","['dr', 'george', 'mwaniki', 'taking', 'participants', 'participatory', 'air', 'quality', 'management', 'strategies', 'success', 'stories']","['dr', 'george', 'mwaniki', 'taking', 'participants', 'participatory', 'air', 'quality', 'management', 'strategies', 'success', 'stories']",dr george mwaniki taking participants participatory air quality management strategies success stories,positive
️ Calling young climate leaders: Join @ccacoalition on 12 July to discuss action on short-lived climate pollutants and #AirQuality. Share thoughts innovations and solutions alongside experts &amp,calling young climate leaders join on july to discuss action on shortlived climate pollutants and share thoughts innovations and solutions alongside experts amp,"['calling', 'young', 'climate', 'leaders', 'join', 'on', 'july', 'to', 'discuss', 'action', 'on', 'shortlived', 'climate', 'pollutants', 'and', 'share', 'thoughts', 'innovations', 'and', 'solutions', 'alongside', 'experts', 'amp']","['calling', 'young', 'climate', 'leaders', 'join', 'on', 'july', 'to', 'discuss', 'action', 'on', 'shortlived', 'climate', 'pollutants', 'and', 'share', 'thoughts', 'innovations', 'and', 'solutions', 'alongside', 'experts', 'amp']","['calling', 'young', 'climate', 'leaders', 'join', 'july', 'discuss', 'action', 'shortlived', 'climate', 'pollutants', 'share', 'thoughts', 'innovations', 'solutions', 'alongside', 'experts']","['calling', 'young', 'climate', 'leaders', 'join', 'july', 'discuss', 'action', 'shortlived', 'climate', 'pollutants', 'share', 'thoughts', 'innovations', 'solutions', 'alongside', 'experts']",calling young climate leaders join july discuss action shortlived climate pollutants share thoughts innovations solutions alongside experts,positive
Indoor Air Quality Specialist Bridgeport CT Hitech Central Air Inc Call: +1 (860) 775-5777 https://t.co/5ebal5xLbS #IndoorAirQuality #IAQ #IAQct #ctindoorair #healthyhomes #connecticut #ConnecticutAir #ct #hvaccleaning #CleanAir #improveindoorairquality #indoorairqualitytesting https://t.co/bRTcMSOEB5,indoor air quality specialist bridgeport ct hitech central air inc call,"['indoor', 'air', 'quality', 'specialist', 'bridgeport', 'ct', 'hitech', 'central', 'air', 'inc', 'call']","['indoor', 'air', 'quality', 'specialist', 'bridgeport', 'ct', 'hitech', 'central', 'air', 'inc', 'call']","['indoor', 'air', 'quality', 'specialist', 'bridgeport', 'ct', 'hitech', 'central', 'air', 'inc', 'call']","['indoor', 'air', 'quality', 'specialist', 'bridgeport', 'ct', 'hitech', 'central', 'air', 'inc', 'call']",indoor air quality specialist bridgeport ct hitech central air inc call,neutral
